id_local,id_barrio,Nombre,DESC_CLASE,desc_ubicacion_terraza
110003635,70,BAR AVENIDA TRES,AVENIDA,Acera
200001351,114,PUB STROMBOLI,CALLE,Acera
200002021,114,RESTAURANTE NIDO,CALLE,Acera
280022101,27,LA TAGLIATELLA,PLAZA,Plaza peatonal
270551502,30,BIBEY,CALLE,Acera
280020518,17,RTE. CONDUMIOS TABERNA,CALLE,Acera
40002923,24,TABERNA DEL OLIVO,CALLE,Acera
270331684,24,MONTE CASTELA,CALLE,Acera
40001176,24,LA CERVECERIA MANCILES,CALLE,Acera
150000412,93,BAR GALOPE,CALLE,Acera
270538776,94,COMPACT BAR DE COPAS,CALLE,Acera
150001133,97,BAR BERROCAL,CALLE,Acera
270324565,93,ANMARI,CALLE,Acera
270395332,21,OSAKA RESTAURANTE,PASEO,Acera
270084755,20,JOSE LUIS,CALLE,Acera
40001334,25,MAS Q MENOS,PASEO,Acera
270420792,24,SANXENXO,CALLE,Acera
280003853,24,PINCHOS UDABERRI,CALLE,Acera
280023081,26,DALA'S,CALLE,Bulevar
50002088,27,SOLIDERE,AVENIDA,Acera
270448954,31,BAR CAFETER?A ESPIG?ETE,CALLE,Acera
50001060,29,46 FORTY SIX,AVENIDA,Acera
270079962,24,BULEVAR 54,CALLE,Acera
270264513,20,REGATES,CALLE,Superficie en parcela privada
280011876,5,LLAO LLAO,CALLE,Calle peatonal
270240899,13,BAR OS PEREGRINOS,PASEO,Acera
20000381,7,EL LAGAR RESTAURANTE CASUAL,CALLE,Acera
20000920,13,PULPERIA O'RIBEIRI?O,CALLE,Acera
20000113,11,BAR GAMOS,CALLE,Acera
270433313,7,CAFETERIA SOMOLINOS,PLAZA,Acera
270309268,11,BAR PONTONES,PASEO,Acera
280054960,65,EL HORREO DE VALMAYOR,PLAZA,Acera
270058035,13,BAR TEIDE,CALLE,Acera
20000880,10,CERVECERIA EL PASEO,PASEO,Acera
280018161,11,CAFETERIA IMPERIAL IV,PASEO,Acera
20001627,10,BAR CAFETERIA YULI,CALLE,Acera
20001330,11,SABOR,RONDA,Acera
280016584,11,CERVECERIA BAR RONDA,RONDA,Acera
280016586,11,BAR ESTORIL,RONDA,Acera
270479181,11,DUCADO BOLICEVAR,CALLE,Bulevar
20001504,10,RESTAURANTE VILLA DEL PRADO,CALLE,Acera
270194257,16,PIRULO,CALLE,Bulevar
270544240,89,BAR EL MERCADO,CALLE,Acera
30000374,15,SAINZ DE BARANDA 76,CALLE,Acera
270443155,15,CAFETERIA RTE. LIRA,CALLE,Acera
285003943,5,MAESTRO CHURRERO,CALLE,Acera
270419395,2,CA?AS Y TAPAS,CALLE,Acera
285042838,114,CERVECERIA LA SURE?A,CALLE,Acera
270312334,89,CASA LILI,CALLE,Acera
10002373,4,TABERNA MIRANDA,CALLE,Calle peatonal
280008604,2,BOMBAY BLUE,CALLE,Acera
150001432,93,QUING MA,CALLE,Acera
270378910,14,GALAXI KEBAB,AVENIDA,Acera
270536926,29,OPTICA LAZARO,CALLE,Superficie en parcela privada
270539935,26,ANTIGUA CASA NARCISA,PASEO,Acera
280022757,30,RESTAURANTE LA CHAMARTINA- PEPA,CALLE,Acera
270443540,31,VIPS,CALLE,Acera
270097871,31,BK,CALLE,Acera
285007512,26,CERVECERIA TAPERIA LA NI?A,CALLE,Acera
270225725,108,BAR BARCOS,CALLE,Acera
270410332,31,EL CAMARON,AVENIDA,Acera
270361752,30,CERVECERIA 43,CALLE,Acera
290000333,29,BODEGA VIEJA,CALLE,Acera
280023521,28,RESTAURANTE CAZORLA,CALLE,Acera
40000899,20,TAPAS 44,CALLE,Acera
170000924,101,LA ORIGINAL,AVENIDA,Acera
280043044,58,R?TULO NO INFORMADO,PASEO,Calle peatonal
270345538,25,EL PARAGUAS,CALLE,Acera
270228328,24,CAFETERIA RESTAURANTE GONGORA,CALLE,Superficie en parcela privada
40002893,24,SIXTO,CALLE,Acera
270184457,103,BAR SPORT,CALLE,Acera
280060976,104,DOMINO?S PIZZA,CALLE,Acera
270438575,7,EL JARDIN,CALLE,Acera
280016705,7,CAFE ZOCODOVER,GLORIETA,Acera
20001016,13,BAR RTE VILLA DE VIGO,PASEO,Acera
270226178,13,CAFETERIA ALFE,PASEO,Acera
285005266,13,BRED & RICOTA,PASEO,Acera
285005623,12,LAS MANTELERAS,CALLE,Plaza peatonal
20000761,7,CERVECERIA MOLSON,PASEO,Acera
270517984,7,EL REY DE LA FRUTA AUTOSERVICIO,CALLE,Acera
280018490,7,CAFETERIA MANZANARES,CALLE,Acera
280018593,12,VIENA CAPELLANES,PASEO,Acera
20001031,12,RESTAURANTE LOS CASTA?OS,CALLE,Acera
280018156,7,PANE'S AND PANE`S,CALLE,Acera
270056493,10,LA FLOR DE ASTURIAS,PASEO,Acera
20001410,13,LA TABERNA DEL TIO INDA,CALLE,Acera
20000526,7,BAR ALCAZAR,PASEO,Acera
270058243,13,CERVECERIA XUKAR,CALLE,Acera
285005654,12,EL RINC?N DE TITI,CALLE,Acera
270431894,7,LUCAS CAFETERIA CERVECERIA,CALLE,Acera
285005050,10,FERROCARRIL,CALLE,Acera
280016713,11,ATENEA,CALLE,Acera
20000669,7,BAR MELILLA,CALLE,Acera
20000110,7,A'TRAPALLADA,PASEO,Acera
20001456,11,BAR DAKOTA,PASEO,Acera
20001739,12,FOSTER HOLLYWOOD STREET,CALLE,Acera
20001845,12,EL HAYEDO,CALLE,Acera
285005582,11,COLBY,PASEO,Acera
270346016,10,BOUTIQUE SENY,PASEO,Acera
280017725,13,CAFETERIA PASTELERIA SELLA,CALLE,Acera
270058884,7,BAR ARGANDA,CALLE,Acera
20000116,13,CAFE DELICIAS,PASEO,Acera
20000083,10,NAZAR DONER KEBAB,PASEO,Acera
20000440,9,CASA MAXI,CALLE,Acera
270054237,11,BAR LOS ANGELES,PASEO,Acera
280018153,7,ALBAS TAPAS,PASEO,Acera
270287457,13,BAR RESTAURANTE ASTURIAS,CALLE,Acera
285005601,12,RESTAURANTE EL TRILLO,CALLE,Bulevar
270180718,101,CAFE BAR MANOLO,PASEO,Acera
20000486,13,BAR CERVECERIA TAPALOCA,PLAZA,Plaza peatonal
270056047,9,BAR VI?AS,CALLE,Acera
270055478,9,MORRIGHA IRIS TAVERN,PASEO,Acera
40001283,22,WINGS4YOU,CALLE,Acera
270218400,20,BAR RESTAURANTE LEON,CALLE,Acera
200000898,111,EL RATITO BAR CERVECERIA,CALLE,Acera
200001366,114,A CANTINELLA,CALLE,Acera
280047163,47,CHOF CHOF,CALLE,Acera
270039044,4,RASPUTIN,CALLE,Calle peatonal
270315551,2,100 MONTADITOS,CALLE,Acera
280047027,49,CERVECERIA LAS HERAS BAR,CALLE,Superficie en parcela privada
270443566,20,JOSE LUIS,CALLE,Acera
280009186,1,BAR ANTIPODES,CALLE,Acera
270195124,22,CAFE SILMA BAR,CALLE,Acera
270488385,25,CASA DOMINGO,CALLE,Acera
200000120,110,CERVECERIA J. VIZCAINO,CALLE,Acera
270143220,57,CERVECERIA MIRA MADRID TANZIM,CALLE,Calle peatonal
270402086,60,BAR CERVECRIA,CALLE,Calle sin salida
100001228,60,LA TRATORIA DE ALUCHE,CALLE,Acera
40002401,21,EL PALADAR,PASEO,Acera
170001010,99,LAS VEGAS,CALLE,Calle peatonal
270066499,25,PASACALLES BAR RESTAURANTE,CALLE,Acera
30000993,18,LA FABRICA DE LA YAYA,PLAZA,Acera
270349930,28,LA PAUSA,CALLE,Acera
50001170,29,IKURA SUSHI BAR,CALLE,Acera
50001254,28,BERNIS BAR,CALLE,Plaza peatonal
270529371,80,DONER KEBAB BAR BIG CHIKEN,CALLE,Acera
285035687,80,BAR VEN Y VERAS,CALLE,Acera
270200638,80,BAR GUERRERO,CALLE,Acera
280057226,78,BAR CERVECERIA BELKIS,CALLE,Acera
270183733,99,BAR OASIS,CALLE,Otros
280047835,46,OMUT KEBAP CENTER,CALLE,Acera
270029320,18,YEDRA,AVENIDA,Acera
270381368,63,LAS FAROLAS,PASEO,Acera
270028759,66,CERVECERIA LAS ROCAS,CALLE,Acera
280047321,46,BAR ALMENARA,CALLE,Acera
270537449,48,BAR LOS GRANAINOS,CALLE,Acera
270542035,50,MAYE'S BISTRO HAMBURGUESAS DE AUTOR,PASEO,Acera
270477822,23,RESTAURANTE CHINO LI MING,CALLE,Acera
270537470,20,MAKKILA,CALLE,Acera
270059348,19,CASA SANTIAGO,AVENIDA,Acera
270076479,23,RESTAURANTE CERVECERIA CASA LEANDRO,CALLE,Acera
270312580,20,LA TRAVIESA,CALLE,Acera
270183198,99,CAFE BAR JM,CALLE,Otros
285001759,2,R?TULO NO INFORMADO,CALLE,Acera
270022163,28,RESTAURANTE,PASEO,Bulevar
270308071,5,MAGERIT CAFETERIA,PLAZA,Plaza peatonal
270400526,24,MARTINICA GASTROBAR,CALLE,Acera
270181168,101,DAKAR II,AVENIDA,Acera
270493586,114,TELEPIZZA,PASEO,Acera
270496054,23,VILLALOBILLOS CERVECERIA RESTAURANTE,CALLE,Acera
270137768,56,BAR 988,CALLE,Acera
270403317,97,EL MONTERO DE CAZORLA,CALLE,Acera
285044247,93,ENTRE CASTILLAS,CALLE,Acera
280044249,52,RESTAURANTE LOREDO,CUESTA,Acera
280016564,11,BAR LA PARROQUIA,PASEO,Acera
270497287,108,BAR SANABRIA I,CALLE,Acera
270452241,79,YO QUE SE,CAMINO,Acera
280007780,4,R?TULO NO INFORMADO,COSTANILLA,Acera
270052846,5,CAFE & TAPAS,CALLE,Acera
270549995,5,LA SURE?A,PLAZA,Plaza peatonal
90000626,52,LAS DELICIAS DEL JAMON,,CUESTA,Acera
270443174,82,PANISIMO,AVENIDA,Acera
270032738,57,LA MU?OZA,CALLE,Calle peatonal
270541495,60,R?TULO NO INFORMADO,AVENIDA,Acera
50000901,30,EL OLVIDO,CALLE,Acera
50001442,27,SOPA,CALLE,Acera
280042131,62,EL RINC?N DE TONI,CALLE,Acera
285028575,85,ANTEP DONER KEBAP,AVENIDA,Acera
270185217,105,EL CALENTITO,CALLE,Otros
200001354,111,CARLOS RESTAURANTE,CALLE,Acera
280057680,83,EL FARO COCEDERO,CALLE,Plaza con bandas permanentes de circulaci? rodada
270354927,80,LA BODEGA VK,CALLE,Acera
40001888,20,DE PARTIDA,CALLE,Acera
270241883,24,TABERNA DEL PUERTO,CALLE,Acera
50000876,26,CASA NEMESIO,PASEO,Acera
270091386,29,CAFETERIA LIMA,CALLE,Acera
280048252,49,BARVENTU,CALLE,Superficie en parcela privada
280046984,47,CADILLAC SOLITARIO (L-60) LOCAL K-L-M-N,CALLE,Superficie en parcela privada
270069438,25,GRAN HOTEL VELAZQUEZ,CALLE,Acera
270329510,102,EL GATO NEGRO,PLAZA,Plaza peatonal
140000655,87,BAR LOS ALAMOS,CALLE,Acera
280007606,4,CAFETERIA CANTALEJO,CALLE,Acera
280011539,5,LA CARMEN,PLAZA,Plaza peatonal
270039772,2,BAR LA RIBERA,PLAZA,Acera
270539695,2,RESTAURANTE GIBRALTAR,CALLE,Acera
270490304,2,CERVECER?A LUSI,CALLE,Acera
280007783,4,BAR LA QUINTERIA,COSTANILLA,Plaza peatonal
10002435,5,SANTA MARTA,PLAZA,Plaza peatonal
280010781,6,LA CANTINA DE BIRRA,CALLE,Calle peatonal
270053066,5,CERVECERIA PLAZA MAYOR,PLAZA,Plaza peatonal
270039135,4,MUSA LATINA,COSTANILLA,Plaza peatonal
10003016,4,RESTAURANTE VIVA LA VIDA,COSTANILLA,Plaza peatonal
280010584,6,TABERNA BAZTAN,PLAZA,Plaza peatonal
280022636,29,R?TULO NO INFORMADO,CALLE,Otros
50000908,26,KARRAKELA,AVENIDA,Acera
270538489,30,CERVECERIA EL ENFRADOR,AVENIDA,Acera
270043168,1,CAFE CENTRAL,PLAZA,Plaza peatonal
270022337,4,CASA EDUARDO,CALLE,Acera
270307681,5,CAFE ZARRA BAR,PLAZA,Plaza peatonal
10002297,5,MESON 5 JOTAS,CALLE,Plaza peatonal
270378550,5,LA CATEDRAL,CALLE,Calle peatonal
280009276,1,RESTAURANTE VI?A P TABERNA,PLAZA,Plaza peatonal
270244967,5,BAR RESTAURANTE,CALLE,Acera
280011400,5,PRIORITE,CALLE,Calle peatonal
100000159,57,MESON LAS REDES,AVENIDA,Acera
270439965,67,PUB LA PLAZA,AVENIDA,Superficie en parcela privada
270537311,12,GINOS-VIPS,CALLE,Acera
280007538,4,CANTINA MOCTEZUMA,CALLE,Calle peatonal
270038638,4,CERVECERIA 100 MONTADITOS,PLAZA,Acera
270379054,5,CAFETERIA VIANVI,PLAZA,Acera
270537018,5,O?REILLYS,PASAJE,Calle peatonal
270220224,5,BAR EL ROCIO,PASAJE,Calle peatonal
280007843,4,VIUDA DE VACAS,CALLE,Acera
270511620,20,LA DOMA,CALLE,Acera
40000855,23,BAR RESTAURANTE TENDIDO 7,GLORIETA,Acera
270531592,5,TOMMY MEL'S,CALLE,Acera
285001306,4,BAR GASTRONOMICO KORGUI,CALLE,Calle peatonal
280011958,5,PIZZA MALATESTA,CALLE,Calle peatonal
10002975,6,RESTAURANTE PADRON,CALLE,Acera
270052747,5,RESTAURANTE RODRIGUEZ,CALLE,Calle peatonal
270420246,5,RINC?N DE LA CAVA,CALLE,Acera
280011940,5,DON CALAMAR,PLAZA,Plaza peatonal
270202932,5,BAR TINEO,PLAZA,Plaza peatonal
270079591,24,CAFETERIA J.M.,CALLE,Acera
40001198,24,DUENDE,CALLE,Acera
170001383,99,BAR MONSERRAT,CALLE,Calle peatonal
270278858,23,BAR CAFETERIA ELISABETH,AVENIDA,Acera
270075999,21,LA TIENTA,CALLE,Acera
270266429,23,EL RINCON DE JAEN II,CALLE,Acera
270493514,30,EL BARRILITO,CALLE,Acera
280022758,30,CRICKET CAFE BAR,CALLE,Acera
270080736,24,CAFETERIA VALOR,CALLE,Acera
270140469,63,LA BRASA,PASEO,Calle peatonal
270307127,105,CHURRERIA LA NUEVA,CALLE,Superficie en parcela privada
270271336,20,RESTAURANTE THONG,CALLE,Acera
270083495,20,TANTEO,CALLE,Acera
280011503,5,LA RIA,PASAJE,Calle peatonal
280022951,26,BAR CAFETERIA ENRO,PLAZA,Acera
280072416,94,LA TAPILLA SIXTINA,CALLE,Acera
270173811,91,BAR,PLAZA,Plaza peatonal
285013038,119,GASTROBAR TUTIPLEN,CALLE,Acera
285014634,46,NIKO'S BAR,AVENIDA,Acera
280059432,81,CAFETERIA BLANCO Y NEGRO CERVECERIA,CALLE,Acera
270183264,99,GRAYMAR,CALLE,Acera
270540810,44,BAR-RESTAURANTE LA GLORIA,CALLE,Acera
40002569,21,CERVECERIA LA CONSERVA,PASEO,Acera
270058236,13,BAR SANTAMARIA,CALLE,Acera
20000407,13,HOTEL RAFAEL ATOCHA,CALLE,Acera
270032639,46,OL? T?,CALLE,Superficie en parcela privada
30000768,18,LA VENTA DE ESCAMPLERO,PLAZA,Acera
40001219,24,SOBRE VINO,CALLE,Acera
270532105,2,BAISAKHI,CALLE,Acera
280012033,5,URBAN MADRID CAFE,PLAZA,Plaza peatonal
270039696,1,LA BOMBILLA,PLAZA,Plaza con bandas permanentes de circulaci? rodada
270404478,24,LA CASSETA,CALLE,Acera
270309491,20,MILFORD,CALLE,Bulevar
270419546,25,NO SOLICITADO,CALLE,Acera
270492631,2,RETAPAS,CALLE,Plaza peatonal
10001382,5,HOTEL INTUR PALACIO DE SAN MARTIN,PLAZA,Plaza peatonal
270414716,4,RESTAURANTE LOS ARRIEROS,CALLE,Calle peatonal
270244370,3,PASTELERIA MANOLO CAFETERIA,PLAZA,Acera
270441651,5,LLAO LLAO,CALLE,Calle peatonal
80000291,50,RESTAURANTE DOMIN?,CALLE,Superficie en parcela privada
280042371,57,CASTILLO 100,CALLE,Acera
280010387,6,PIZZERIA SANDOS,PLAZA,Plaza peatonal
280010692,6,CAFE MALABAR,PLAZA,Plaza peatonal
10002879,6,PIZZERIA MARAVILLAS,PLAZA,Plaza peatonal
270027302,103,BAR EL RINC?N DE TOMY,PLAZA,Acera
20000364,11,HELADER?A,PASEO,Acera
40002488,20,O'CLOCK,CALLE,Bulevar
20001579,7,RESTAURANTE OBOI PARRILLA,PASEO,Acera
10002055,6,STARBUCKS,CALLE,Acera
270326855,1,HOTEL CATALONIA GRAN VIA Y RTE. LA PEDRERA,CALLE,Acera
280010269,6,STRAWBERRY FIELDS,CALLE,Acera
270541855,2,CAFE DUQUE DE ALBA,PLAZA,Plaza peatonal
10001171,5,R?TULO NO INFORMADO,CALLE,Calle peatonal
285002828,1,ESPA?A CA?I,PLAZA,Acera
280048929,44,FOREMAN,AVENIDA,Acera
270131085,47,CAFETERIA FRANCIS,CALLE,Acera
270276182,6,VILLA VERIN,CALLE,Acera
280010952,6,EL RINCON,CALLE,Acera
285003498,6,TABERNA LA LIRIO,CALLE,Acera
270209319,2,RODILLA,PLAZA,Plaza peatonal
280011316,5,ABADIA,CALLE,Acera
280008601,2,LA ESTRECHA DE LAVAPIES,CALLE,Acera
270269786,3,CAFETERIA VERDOY,PLAZA,Plaza peatonal
280010036,3,LA CHUEQUITA,PLAZA,Plaza peatonal
285003993,5,EL BOQUERON,CALLE,Acera
270043475,1,LAS BRAVAS,CALLE,Acera
270050152,6,MUSEO DEL JAMON,CALLE,Acera
10002857,6,FRIDAYS,CALLE,Acera
10002742,6,HOTEL SENATOR ESPA?A,CALLE,Acera
270477398,2,TABERNA LA MANCHA EN MADRID,CALLE,Acera
270042846,1,CAFE BAR RODA,CALLE,Acera
270532513,1,PERICO,PLAZA,Plaza peatonal
285001226,4,RODILLA,CALLE,Acera
270049103,6,LA TAQUERIA DE BIRRA,PLAZA,Plaza peatonal
270040890,2,LAP CAFE,CALLE,Acera
270534958,4,THE CAVERN,CALLE,Acera
270496840,3,EL MERCADO DE LA REINA,CALLE,Acera
10002104,4,DI BOCCA RESTAURANTE ITALIANO,CALLE,Acera
270047918,6,CAFFE DEL ARTE,CALLE,Acera
270359836,1,CERVECERIA LA ABUELA,CALLE,Acera
270053215,5,RESTAURANTE EL SOPORTAL,PLAZA,Plaza peatonal
270236351,4,EL VENTORRILLO,CALLE,Acera
10003661,1,CAFE Y TAPAS,PLAZA,Plaza con bandas permanentes de circulaci? rodada
10001429,1,O'CACHO DO JOSE,PLAZA,Plaza peatonal
280012052,5,CAFE Y TAPAS,CALLE,Calle peatonal
280009685,3,LA TERRAZA D'MYSTIC,PLAZA,Plaza peatonal
270417058,3,TABERNA JOSE LUIS,PLAZA,Plaza peatonal
285002193,2,SHAPLA INDIAN RESTAURANTE,CALLE,Acera
10001686,4,FREDDO FREDDO (EXPOSITOR DE HELADOS),PLAZA,Plaza peatonal
280011436,5,LATA TAPA,CALLE,Calle peatonal
280008237,1,JINODE,CALLE,Acera
280008512,2,CAFE TABERNA ALABANDA,CALLE,Acera
270532286,51,LA CA?ER?A,AVENIDA,Acera
270084117,20,RESTAURANTE CRUZ CAFE,CALLE,Acera
270367404,21,LA TABERNA DEL PINTOR,CALLE,Acera
270035968,25,LA LLAVE DE ORO CAFETERIA,CALLE,Acera
270081370,24,LA TAGLIATELLA,CALLE,Acera
285025090,70,CAFETERIA FLORES,AVENIDA,Acera
270309726,7,BAR SALSERIA,PASEO,Acera
270449050,4,FOSTER'S HOLLYWOOD,PLAZA,Plaza con bandas permanentes de circulaci? rodada
270184111,103,LOS MANCHEGOS,CALLE,Acera
270445586,109,BURGOS CERVECERIA,AVENIDA,Acera
280066910,111,UNUS BAR RESTAURANTE,CALLE,Acera
20000829,7,CAFE EUROPA,PASEO,Acera
280051044,72,CERVECERIA-RESTAURANTE LA ALEGRIA,CALLE,Acera
270525692,71,CERVECERIA THE FAMILY CAFETERIA,CALLE,Acera
270056830,10,CAFETERIA DOS TORRES,PASEO,Acera
150001008,95,EL CALLEJON,CALLE,Acera
270220539,13,BAR-RESTAURANTE PANDO,PLAZA,Acera
270057273,10,MUSEO DE LAS PATATAS,CALLE,Acera
270206136,110,CERVECERIA ECU CAFETERIA,CALLE,Acera
20001971,12,LA CHOZA DE DAVID,CALLE,Bulevar
20000447,13,BODEGAS ROSELL,CALLE,Acera
200000877,109,LA SANTI?A CERVECERIA CAFETERIA,CALLE,Acera
20000314,9,BAR LAS TINAJAS,CALLE,Acera
270055877,9,CERVECER?A RESTAURANTE TIZON,CALLE,Acera
270056233,12,CAFETER?A CHURRER?A LEGAZPI,PLAZA,Acera
200001221,115,CERVECERIA RESTAURANTE CASA ANGEL,CALLE,Acera
200000240,115,BAR LAS TRES RUEDAS,CALLE,Acera
280062308,100,RESTAURANTE PLAZA DE VILLAVERDE BAJO,PLAZA,Plaza peatonal
270314231,13,BAR KAIKU,CALLE,Acera
290000168,7,VIPS,CALLE,Acera
270183246,99,CAFETERIA RESTAURANTE DAKAR,CALLE,Plaza peatonal
170002152,99,BAR TASIO,CALLE,Otros
285029169,101,NATALY,PASEO,Acera
200001006,111,3B,CALLE,Acera
270242266,100,CERVECERIA MUERDE LA TAPA,CALLE,Otros
270419160,60,MAXILOALAMAN, S.L.,CALLE,Acera
270181309,101,CASA TASIO,CALLE,Calle peatonal
170000723,99,TABERNA VINOTECA LA TORRE,CALLE,Acera
270029621,115,GARZON,CALLE,Calle peatonal
280016697,11,VOLLE KANNE,CALLE,Acera
200000114,109,MESON GALLEGO,CALLE,Plaza peatonal
20000997,11,LA ANDALUZA,CALLE,Acera
20000131,13,PAPAS PIZZA,CALLE,Acera
270527792,78,CAFETERIA REAL,CALLE,Acera
90000839,53,CERVECERIA CRUZ BLANCA,PASEO,Acera
20001779,7,JEAN LOUIS DAVID,PASEO,Acera
40001552,22,CERVECERIA 100 MONTADITOS,AVENIDA,Plaza peatonal
270527501,28,FRIDAYS,PASEO,Acera
280016757,7,EL MIRADOR DE SAN ISIDRO,CALLE,Acera
20001901,12,ELVIRREY DE SAN TELMO,CALLE,Bulevar
270539207,7,RESTAURANTE CERVECERIA CABO FISTERRA,PASEO,Plaza peatonal
270469265,60,PASSAPAROLA,CALLE,Acera
40000599,22,LE PETIT PRINCIPE,CALLE,Calle peatonal
280057866,80,TABERNA DAMA JUANA,CALLE,Acera
20000320,7,BURGER KING,PASEO,Acera
20000462,7,EUROBAR COPPOLA,PASEO,Acera
270322927,7,RESTAURANTE OVIEDO,PASEO,Acera
200001110,115,EL HORNO,CALLE,Acera
40001647,22,LIZARRAN,CALLE,Acera
270475461,20,PANELA & CO,CALLE,Acera
285020650,73,BAR-CAFETER?A-CHURRERIA,CALLE,Acera
280011502,5,LAS BRAVAS,PASAJE,Calle peatonal
280011721,5,EN COPA DE BALON,PLAZA,Plaza peatonal
280009757,3,RODILLA,PLAZA,Plaza peatonal
280011957,5,LA CARBONERIA,CALLE,Acera
10002357,2,100 MONTADITOS,PLAZA,Acera
280010459,6,LLAOLLAO,CALLE,Plaza peatonal
280010390,6,PIZZA PITA,CALLE,Plaza peatonal
270277068,3,LA BOHEMIA,PLAZA,Plaza peatonal
270051335,5,O?FARO DE FINISTERRE RESTAURANTE,CALLE,Acera
270310047,2,LAVAPIES SHAPLA,CALLE,Acera
270439986,6,CAFE PEPE BOTELLA,PLAZA,Plaza peatonal
270362086,5,A MI?A GAITA,CALLE,Calle peatonal
270271237,5,CHOCOLATERIA SAN GINES ANEXO,PASADIZO,Calle peatonal
10002968,6,RINCON DE REYES,CALLE,Calle peatonal
10002139,4,DON CARNARL,CALLE,Acera
270395877,5,CAFETERIA ARMENIA,CALLE,Calle peatonal
280011728,5,MUSEO DEL JAMON,PLAZA,Plaza peatonal
270051471,5,MESON VI?A T,CALLE,Calle peatonal
285002026,2,CARMEN / EXT. 2-3,CALLE,Calle peatonal
270512052,3,SANTANDER CAFETERIA,PLAZA,Acera
270440037,4,MAESTRO VILLA VINOTECA,CALLE,Calle peatonal
280011713,5,FIVE GUYS,CALLE,Acera
280007639,4,BAR RESTAURANTE URUMEA II,CALLE,Plaza con bandas permanentes de circulaci? rodada
270414642,36,LA BODEGUITA DE ORENSE,CALLE,Acera
280012590,4,LA PAELLA REAL,CALLE,Acera
270525090,2,TABERNA LA INQUILINA,CALLE,Acera
270322319,5,LE ROLLERIE,CALLE,Plaza peatonal
270045084,3,CAFE FIGUEROA,CALLE,Calle peatonal
270349631,3,FERMENTERA,CALLE,Acera
280007458,4,RESTAURANTE VEGETARIANO,CALLE,Acera
280008453,2,EL RINCON GUAY,CALLE,Acera
10000517,4,TABERNA LA EXTREME?A. PRODUCTOS DE MI TIERRA,PLAZA,Acera
270507772,2,CAFETERIA OSS,CALLE,Acera
270529776,2,EL PALADAR DE LAVAPIES,CALLE,Acera
270037375,4,DANS LE NOIR,PLAZA,Plaza con bandas permanentes de circulaci? rodada
280008473,2,DONNER KEBAP,CALLE,Acera
285003015,3,COOB MOSS 2,CALLE,Acera
40000315,24,CREPERIE BUB?,CALLE,Acera
280008814,2,TABERNA LA CASA DE LAS TOSTAS,CALLE,Acera
280010794,6,LA CAJITA DE NORI,PLAZA,Plaza peatonal
280011287,6,MICRO TEATRO POR DINERO,CALLE,Calle peatonal
10003144,1,TAPA TAPA,PLAZA,Plaza con bandas permanentes de circulaci? rodada
270413827,3,CASA GRANA,CALLE,Acera
270331418,3,VIENA CAPELLANES,CALLE,Acera
270444365,4,LA TRAVIATA,PLAZA,Acera
280008511,2,RESTAURANTE BEIRUT,CALLE,Acera
270446647,4,BAR RESTAURANTE LA MURALLA II,PLAZA,Plaza peatonal
280011104,6,BAR ESTEBAN,PLAZA,Plaza peatonal
270476432,5,CERVECERIA RESTAURANTE DO?A JUANA,CALLE,Calle peatonal
270358822,4,CAFE BAR EL HECHIZADO,COSTANILLA,Calle peatonal
280012091,4,LA MORDIDA,TRAVESIA,Calle peatonal
280010978,6,RESTAURANTE LA CANELA,CALLE,Calle peatonal
280007426,4,LA COSTANILLA,CALLE,Calle peatonal
285002192,2,INDIAN RESTAURANT SONALI,CALLE,Otros
280007642,4,CASA ANTONIO,PLAZA,Plaza peatonal
280012054,5,RESTAURANTE EL POZO REAL,CALLE,Calle peatonal
280010847,6,TIRADITO,CALLE,Acera
270356119,1,HOTEL VILLAREAL,PLAZA,Plaza peatonal
270050000,6,DON JAMON,CALLE,Acera
270038431,4,LA ESQUINITA,COSTANILLA,Acera
280011373,5,PIZZERIA TRATTORIA SCIANTUSI,CALLE,Calle peatonal
10001936,5,CORRIENTES 348,CALLE,Calle peatonal
270479309,2,LA CASA DE ASTURIAS,CALLE,Acera
10002538,2,SOIDEMERSOL,CALLE,Acera
270545475,79,MESON MORENO,AVENIDA,Acera
270162238,82,MESON CASA SERGIO,CALLE,Acera
130001790,80,SIDRERIA ASGAYA,AVENIDA,Acera
130001211,82,CASA NOVILLO,AVENIDA,Acera
130001362,78,BAR LOS CANALES,CALLE,Acera
270411996,80,TABERNA PINCHO Y COMA,CALLE,Acera
130002117,79,KEBAP KURDISTAN,AVENIDA,Acera
270161679,81,PAPALAGUINDA,CALLE,Acera
270158126,78,BAR SEVILLA,CALLE,Acera
270542362,81,RAJOA,AVENIDA,Acera
280057084,78,SUNAR GAON DONER KEBAP,CALLE,Acera
130001345,80,BAR LAS PIEDRAS,CALLE,Acera
130001367,78,BAR LA ZONA,AVENIDA,Acera
270485532,78,EL RINCON DE SUSI,AVENIDA,Acera
130002150,81,LA VILLA,CALLE,Acera
280057832,83,EL PUERTO,CALLE,Acera
280059698,80,BAR ARRECIFE DEL ROCKERO,CALLE,Acera
270458323,82,EL PASAJE,CALLE,Acera
270440772,80,BAR CAFETERIA CODORNIZ,CALLE,Acera
270442487,78,BAR MARIN,CALLE,Acera
285037684,78,LA CREME DE LA CREME,CALLE,Acera
280058327,82,BAR RESTAURANTE LA FONTE,CALLE,Acera
